cellline,drug,ic50,tissue
ACH-000124,176870,1.348077,DLBC
ACH-000751,176870,2.349529,LAML
ACH-000776,176870,2.51326,MB
ACH-000024,176870,2.715187,MM
ACH-000159,176870,-0.391755,KIRC
ACH-000617,176870,0.561025,OV
ACH-000770,176870,2.470049,LAML
ACH-000937,176870,2.133734,ALL
ACH-000218,176870,3.646735,LAML
ACH-000320,176870,2.692044,PAAD
ACH-000654,176870,3.187128,DLBC
ACH-000189,176870,1.976789,KIRC
ACH-000960,176870,2.945509,ALL
ACH-000943,176870,2.973703,COAD/READ
ACH-000371,176870,3.14118,DLBC
ACH-000965,176870,0.799783,UCEC
ACH-000874,176870,2.333492,ALL
ACH-000254,176870,3.898851,HNSC
ACH-000609,176870,3.402226,GBM
ACH-000655,176870,3.042554,GBM
ACH-000273,176870,2.559059,LGG
ACH-000441,176870,4.149806,SKCM
ACH-000112,176870,1.315042,LAML
ACH-000099,176870,3.63181,NB
ACH-000748,176870,3.176218,SARC
ACH-000087,176870,2.048918,SARC
ACH-000373,176870,3.154411,LAML
ACH-000465,176870,2.31177,SKCM
ACH-001190,176870,3.471126,SKCM
ACH-000366,176870,2.776635,NB
ACH-000504,176870,4.307125,GBM
ACH-000932,176870,1.536918,STAD
ACH-000303,176870,3.406585,STAD
ACH-000722,176870,2.515859,COAD/READ
ACH-000567,176870,2.357707,DLBC
ACH-000664,176870,1.897393,NA
ACH-000365,176870,-0.209545,DLBC
ACH-000611,176870,1.118448,DLBC
ACH-000656,176870,1.59678,DLBC
ACH-000226,176870,1.950357,NA
ACH-000953,176870,3.075618,ALL
ACH-000647,176870,-1.404277,ESCA
ACH-000318,176870,1.246102,ESCA
ACH-000353,176870,0.959552,ESCA
ACH-000772,176870,2.758826,SARC
ACH-000408,176870,0.553888,ESCA
ACH-000605,176870,0.176131,ESCA
ACH-000452,176870,1.805941,ESCA
ACH-000146,176870,3.032187,LAML
ACH-000075,176870,3.862943,GBM
ACH-000568,176870,3.470147,BRCA
ACH-000115,176870,3.338584,PRAD
ACH-000534,176870,2.724636,DLBC
ACH-000956,65110,8.332992,PRAD
ACH-000948,65110,8.597157,STAD
ACH-000323,65110,7.606939,GBM
ACH-000905,65110,8.021503,BLCA
ACH-000973,65110,7.517325,BLCA
ACH-000896,65110,7.2159,BLCA
ACH-000070,65110,6.075025,ALL
ACH-001306,65110,8.926256,THCA
ACH-001307,65110,7.832993,THCA
ACH-000137,65110,7.73605,GBM
ACH-000008,65110,5.794284,SKCM
ACH-000788,65110,7.569028,SKCM
ACH-000740,65110,7.876309,HNSC
ACH-000657,65110,7.644621,UNABLE TO CLASSIFY
ACH-000219,65110,7.350417,SKCM
ACH-000697,65110,5.64417,DLBC
ACH-000555,65110,9.303362,KIRC
ACH-000157,65110,5.621171,DLBC
ACH-000681,65110,8.10733,LUAD
ACH-000429,65110,7.859304,KIRC
ACH-000528,65110,9.460273,LUAD
ACH-000046,65110,6.943829,KIRC
ACH-000880,65110,8.259325,STAD
ACH-000105,65110,5.897783,ALL
ACH-000269,65110,6.583039,GBM
ACH-000838,65110,6.36965,MM
ACH-000222,65110,7.544255,PAAD
ACH-000248,65110,5.743923,BRCA
ACH-000802,65110,7.230417,BLCA
ACH-000191,65110,7.951638,THCA
ACH-000794,65110,6.275527,HNSC
ACH-000245,65110,5.934162,DLBC
ACH-000536,65110,7.455368,BRCA
ACH-000927,65110,9.193434,BRCA
ACH-000818,65110,11.503516,BRCA
ACH-000288,65110,8.87739,BRCA
ACH-000432,65110,5.289124,LCML
ACH-000535,65110,7.229242,PAAD
ACH-000009,65110,6.44564,COAD/READ
ACH-000580,65110,8.417037,SKCM
ACH-000440,65110,7.731714,DLBC
ACH-000210,65110,8.581667,SARC
ACH-000433,65110,8.023303,KIRC
ACH-000212,65110,6.598917,BRCA
ACH-000826,65110,6.68121,UNABLE TO CLASSIFY
ACH-000832,65110,6.571553,HNSC
ACH-000142,65110,7.803184,BLCA
ACH-000518,65110,6.623461,HNSC
ACH-000174,65110,8.320741,THCA
ACH-000857,65110,8.950528,BRCA
ACH-000392,65110,7.848286,LUAD
ACH-000264,65110,6.436565,LUAD
ACH-000103,65110,9.429705,OV
ACH-000464,65110,10.153884,GBM
ACH-000329,65110,7.835562,GBM
ACH-000138,65110,7.159391,PAAD
ACH-000136,65110,5.489582,NB
ACH-000120,65110,8.397718,NB
ACH-000249,65110,10.771842,COAD/READ
ACH-000895,65110,8.950762,COAD/READ
ACH-000798,65110,10.790609,COAD/READ
ACH-000641,65110,7.320127,LAML
ACH-000920,65110,5.918996,LCML
ACH-000803,65110,8.870444,SCLC
ACH-000350,65110,8.139335,COAD/READ
ACH-000717,65110,6.675418,ESCA
ACH-000864,65110,6.680485,UCEC
ACH-000812,65110,10.069723,SKCM
ACH-000401,65110,8.228458,SKCM
ACH-000662,65110,6.660014,NA
ACH-000257,65110,7.948751,SCLC
ACH-000508,65110,8.369699,SCLC
ACH-000743,65110,9.275711,SCLC
ACH-000998,65110,8.415346,COAD/READ
ACH-000055,65110,7.974942,MB
ACH-000243,65110,7.118671,PAAD
ACH-000211,65110,7.192327,MB
ACH-000786,65110,6.578109,DLBC
ACH-000334,65110,5.168097,DLBC
ACH-000863,65110,7.797754,GBM
ACH-000207,65110,7.031873,HNSC
ACH-000244,65110,10.495261,GBM
ACH-000530,65110,7.587834,SCLC
ACH-000749,65110,8.409544,SCLC
ACH-000698,65110,10.463359,SCLC
ACH-000703,65110,9.337655,SCLC
ACH-000981,65110,6.036158,ALL
ACH-000056,65110,6.943812,DLBC
ACH-000979,65110,8.086913,PRAD
ACH-000258,65110,6.711055,BRCA
ACH-000563,65110,7.321493,LUSC
ACH-000560,65110,6.838292,STAD
ACH-000305,65110,8.024515,ESCA
ACH-000330,65110,6.144398,BRCA
ACH-000117,65110,10.519293,BRCA
ACH-000308,65110,10.714077,OV
ACH-000936,65110,7.631958,OV
ACH-000038,65110,6.799842,CLL
ACH-000821,65110,6.738713,MM
ACH-000706,65110,9.424797,LUAD
ACH-000295,65110,5.16409,LCML
ACH-000978,65110,10.48796,UCEC
ACH-000198,65110,4.776934,LAML
ACH-000585,65110,6.504312,LUSC
ACH-000906,65110,7.036515,OV
ACH-000913,65110,7.419113,UCEC
ACH-000846,65110,7.171158,HNSC
ACH-000903,65110,10.012356,THCA
ACH-000633,65110,9.118004,STAD
ACH-000574,65110,9.941884,OV
ACH-000082,65110,8.29225,SARC
ACH-000572,65110,9.213916,SKCM
ACH-000375,65110,7.661099,SARC
ACH-000162,65110,6.720393,DLBC
ACH-000738,65110,8.296902,GBM
ACH-000047,65110,10.484286,STAD
ACH-000081,65110,6.78716,LAML
ACH-000756,65110,9.413739,LGG
ACH-000073,65110,6.863759,DLBC
ACH-000389,65110,9.174709,LGG
ACH-000843,65110,6.163544,LUSC
ACH-000374,65110,7.85191,BRCA
ACH-000111,65110,7.110736,BRCA
ACH-000699,65110,9.452646,BRCA
ACH-000277,65110,7.912957,BRCA
ACH-000352,65110,6.687274,BRCA
ACH-000878,65110,7.985562,LUSC
ACH-000349,65110,5.241851,BRCA
ACH-000930,65110,7.090126,BRCA
ACH-000223,65110,7.80148,BRCA
ACH-000859,65110,7.447547,BRCA
ACH-000725,65110,6.543776,BRCA
ACH-000691,65110,5.495195,BRCA
ACH-000755,65110,9.044319,BRCA
ACH-000667,65110,7.482188,LUAD
ACH-000467,65110,6.746716,COAD/READ
ACH-000668,65110,6.478172,BRCA
ACH-000562,65110,7.332571,LUAD
ACH-000971,65110,7.555234,COAD/READ
ACH-000997,65110,7.787763,COAD/READ
ACH-000267,65110,6.334906,NA
ACH-000190,65110,7.508551,NA
ACH-000643,65110,7.224701,BRCA
ACH-000625,65110,8.331264,LIHC
ACH-000847,65110,7.053979,STAD
ACH-000061,65110,5.795841,ALL
ACH-000002,65110,5.607076,LAML
ACH-000861,65110,7.827987,LUAD
ACH-000825,65110,7.65721,NA
ACH-000613,65110,7.557109,SARC
ACH-000148,65110,9.132809,BRCA
ACH-000067,65110,9.2204,LGG
ACH-000616,65110,6.963716,STAD
ACH-000178,65110,8.330045,PAAD
ACH-000472,65110,6.880932,HNSC
ACH-000546,65110,7.153953,HNSC
ACH-000914,65110,7.302127,DLBC
ACH-000054,65110,7.353842,SARC
ACH-000986,65110,9.161109,COAD/READ
ACH-000547,65110,8.593275,BLCA
ACH-000976,65110,7.253619,NA
ACH-000475,65110,7.73815,LIHC
ACH-000480,65110,8.421532,LIHC
ACH-000118,65110,6.891558,PAAD
ACH-000672,65110,6.833282,NA
ACH-000882,65110,8.410338,SKCM
ACH-000650,65110,8.846499,SKCM
ACH-000966,65110,10.042532,OV
ACH-000915,65110,8.290541,SKCM
ACH-000357,65110,5.262753,DLBC
ACH-000476,65110,8.240484,LIHC
ACH-000132,65110,7.275582,OV
ACH-000151,65110,6.493882,DLBC
ACH-000995,65110,9.287011,ALL
ACH-000326,65110,5.353874,LCML
ACH-000106,65110,7.831939,CLL
ACH-000346,65110,6.687689,CLL
ACH-000551,65110,6.295727,LCML
ACH-000315,65110,6.651774,DLBC
ACH-000793,65110,7.41495,STAD
ACH-000983,65110,5.576012,LCML
ACH-000969,65110,8.242723,COAD/READ
ACH-000815,65110,6.828011,NA
ACH-000684,65110,9.657466,KIRC
ACH-000250,65110,8.409516,KIRC
ACH-000714,65110,6.863721,MM
ACH-000380,65110,5.815808,MM
ACH-000858,65110,7.48398,LUSC
ACH-001106,65110,5.935624,ALL
ACH-000227,65110,7.420119,NB
ACH-000486,65110,7.667135,BLCA
ACH-000074,65110,7.225958,LCML
ACH-000607,65110,7.12217,SARC
ACH-000824,65110,6.274558,ESCA
ACH-000637,65110,6.156744,ESCA
ACH-000784,65110,7.952655,ESCA
ACH-000702,65110,3.275421,NA
ACH-000183,65110,5.854819,MM
ACH-000754,65110,7.588305,NA
ACH-000806,65110,6.902458,NA
ACH-000301,65110,5.486588,LCML
ACH-000627,65110,7.252928,NA
ACH-000596,65110,7.007828,NA
ACH-000595,65110,7.499532,GBM
ACH-000104,65110,7.201941,ALL
ACH-000176,65110,7.787559,LUSC
ACH-000950,65110,8.244106,COAD/READ
ACH-000204,65110,8.170535,MM
ACH-000501,65110,7.828732,COAD/READ
ACH-000957,65110,8.428429,COAD/READ
ACH-000985,65110,7.739333,COAD/READ
ACH-000007,65110,8.073851,COAD/READ
ACH-000438,65110,9.68267,NA
ACH-000787,65110,7.227243,LUAD
ACH-000019,65110,7.118267,BRCA
ACH-000759,65110,9.193819,BRCA
ACH-000768,65110,7.279422,BRCA
ACH-000934,65110,7.272673,BRCA
ACH-000573,65110,8.900649,BRCA
ACH-000910,65110,8.241277,BRCA
ACH-000849,65110,7.692334,BRCA
ACH-000935,65110,5.824707,COAD/READ
ACH-000439,65110,5.810825,LAML
ACH-000072,65110,6.561013,LCML
ACH-000450,65110,10.167518,SKCM
ACH-000881,65110,9.702845,SKCM
ACH-000449,65110,7.81137,SARC
ACH-000987,65110,7.725408,SKCM
ACH-000879,65110,8.082291,UCEC
ACH-000359,65110,7.495317,SARC
ACH-000020,65110,6.860338,ALL
ACH-000078,65110,6.41251,NB
ACH-000356,65110,10.235056,STAD
ACH-000678,65110,8.284391,STAD
ACH-000763,65110,6.271325,MM
ACH-000362,65110,5.309071,LAML
ACH-000369,65110,7.211815,LAML
ACH-000745,65110,6.500883,MM
ACH-000918,65110,6.296933,ALL
ACH-000006,65110,5.918502,LAML
ACH-000335,65110,7.342187,MESO
ACH-000938,65110,5.217397,ALL
ACH-000944,65110,7.700119,DLBC
ACH-000804,65110,7.43102,NB
ACH-000294,65110,6.149333,LAML
ACH-000866,65110,8.22851,SCLC
ACH-000514,65110,7.773696,SCLC
ACH-000780,65110,8.880676,SCLC
ACH-000980,65110,6.878668,NA
ACH-000129,65110,7.274546,SCLC
ACH-000327,65110,10.427811,LUAD
ACH-000852,65110,7.430123,LUAD
ACH-000830,65110,9.461157,SCLC
ACH-000589,65110,7.080297,LUAD
ACH-000506,65110,7.224175,SCLC
ACH-000869,65110,7.231564,LUAD
ACH-000744,65110,9.205529,LUAD
ACH-000766,65110,7.434901,LUAD
ACH-000893,65110,8.929051,LUAD
ACH-000379,65110,8.836818,LUAD
ACH-000496,65110,7.226829,LUAD
ACH-000559,65110,8.518734,SCLC
ACH-000733,65110,9.596038,LUAD
ACH-000586,65110,8.272261,SCLC
ACH-000414,65110,9.413278,LUAD
ACH-000729,65110,9.42329,SCLC
ACH-000587,65110,6.694516,LUAD
ACH-000886,65110,6.790123,LUAD
ACH-000781,65110,7.02801,LUAD
ACH-000298,65110,9.807866,SCLC
ACH-000153,65110,7.698148,MESO
ACH-000394,65110,6.911333,SCLC
ACH-000841,65110,8.273403,LUAD
ACH-000290,65110,7.767584,SCLC
ACH-000639,65110,6.981577,SCLC
ACH-000929,65110,10.145693,UNABLE TO CLASSIFY
ACH-000311,65110,6.29599,LUAD
ACH-000924,65110,8.924063,UNABLE TO CLASSIFY
ACH-000610,65110,8.257848,SCLC
ACH-000900,65110,8.249294,LUAD
ACH-000951,65110,8.0868,LUAD
ACH-000875,65110,8.468819,LUAD
ACH-000121,65110,9.554469,LUAD
ACH-000186,65110,8.55045,UNABLE TO CLASSIFY
ACH-000092,65110,8.264403,MESO
ACH-000648,65110,7.181857,MESO
ACH-001075,65110,9.131374,NA
ACH-000860,65110,7.736804,LUAD
ACH-000638,65110,7.886331,LUAD
ACH-000800,65110,8.814124,SCLC
ACH-000463,65110,7.916562,NA
ACH-000360,65110,7.330026,COAD/READ
ACH-000871,65110,6.685564,SCLC
ACH-000816,65110,5.458847,SCLC
ACH-000767,65110,5.769944,SCLC
ACH-000628,65110,8.35907,LUAD
ACH-000378,65110,7.648839,LUAD
ACH-000945,65110,8.279886,LUAD
ACH-000853,65110,8.024973,NA
ACH-000358,65110,7.796549,SCLC
ACH-000491,65110,5.498467,COAD/READ
ACH-000775,65110,9.615711,NA
ACH-000403,65110,7.57014,COAD/READ
ACH-000789,65110,8.552199,NA
ACH-000355,65110,5.706303,SCLC
ACH-000416,65110,7.597025,LUAD
ACH-000292,65110,10.200688,SCLC
ACH-000050,65110,6.231045,MM
ACH-000427,65110,7.710698,STAD
ACH-000200,65110,8.732645,LGG
ACH-000168,65110,7.017337,LAML
ACH-000287,65110,5.447187,DLBC
ACH-000674,65110,7.873454,STAD
ACH-000704,65110,9.494351,OV
ACH-000113,65110,5.803507,LAML
ACH-000336,65110,7.464506,LAML
ACH-000065,65110,5.02141,LAML
ACH-000124,65110,6.252139,DLBC
ACH-000751,65110,7.965812,LAML
ACH-000247,65110,9.116277,STAD
ACH-000679,65110,8.100594,ESCA
ACH-000544,65110,6.235337,ESCA
ACH-000383,65110,7.29966,ESCA
ACH-000776,65110,9.572303,MB
ACH-000024,65110,8.037304,MM
ACH-000159,65110,7.903499,KIRC
ACH-000091,65110,8.047575,OV
ACH-000688,65110,9.513082,OV
ACH-000291,65110,9.984862,OV
ACH-000617,65110,6.991347,OV
ACH-000696,65110,7.258843,OV
ACH-000947,65110,7.703521,OV
ACH-000443,65110,8.371975,OV
ACH-000663,65110,7.294714,OV
ACH-000372,65110,7.759225,ALL
ACH-000770,65110,6.625054,LAML
ACH-000042,65110,7.303174,PAAD
ACH-000139,65110,8.022488,PAAD
ACH-000235,65110,7.692735,PAAD
ACH-000417,65110,7.146958,PAAD
ACH-000599,65110,7.157801,PAAD
ACH-000023,65110,7.050828,PAAD
ACH-000619,65110,6.892028,HNSC
ACH-000937,65110,7.705618,ALL
ACH-000218,65110,6.727339,LAML
ACH-000320,65110,6.787564,PAAD
ACH-000347,65110,10.222764,PAAD
ACH-000654,65110,8.293539,DLBC
ACH-000189,65110,11.898507,KIRC
ACH-000922,65110,4.754897,ALL
ACH-000565,65110,9.146517,COAD/READ
ACH-000960,65110,7.4454,ALL
ACH-000482,65110,8.1218,LUAD
ACH-000062,65110,10.060358,LUAD
ACH-000689,65110,8.169856,SARC
ACH-000505,65110,10.363485,SARC
ACH-000371,65110,7.10855,DLBC
ACH-000719,65110,10.016267,OV
ACH-000348,65110,7.038744,SKCM
ACH-000817,65110,4.953846,MM
ACH-000636,65110,6.721987,ALL
ACH-000242,65110,8.937608,BLCA
ACH-000614,65110,9.308886,SKCM
ACH-000410,65110,9.878658,SARC
ACH-000670,65110,6.887443,SCLC
ACH-000188,65110,7.343864,HNSC
ACH-000238,65110,7.180905,HNSC
ACH-000181,65110,8.963417,HNSC
ACH-000609,65110,8.843936,GBM
ACH-000655,65110,9.122036,GBM
ACH-000376,65110,10.20456,GBM
ACH-000273,65110,8.366785,LGG
ACH-000441,65110,8.008605,SKCM
ACH-000790,65110,8.443626,SCLC
ACH-000099,65110,8.767396,NB
ACH-000748,65110,7.189269,SARC
ACH-000087,65110,6.255375,SARC
ACH-000465,65110,9.091274,SKCM
ACH-001190,65110,8.346362,SKCM
ACH-000822,65110,8.340288,SKCM
ACH-000423,65110,10.213811,SKCM
ACH-000810,65110,8.790988,SKCM
ACH-000640,65110,9.878957,SKCM
ACH-000730,65110,10.453168,SKCM
ACH-000665,65110,8.811422,LUSC
ACH-000363,65110,7.28893,MM
ACH-000260,65110,7.443514,NB
ACH-000366,65110,6.64062,NB
ACH-000341,65110,10.38024,NB
ACH-000149,65110,8.560593,NB
ACH-000811,65110,8.479548,OV
ACH-000939,65110,8.202636,SARC
ACH-000504,65110,7.906122,GBM
ACH-000974,65110,8.376886,UCEC
ACH-000932,65110,7.860369,STAD
ACH-000483,65110,7.593909,LIHC
ACH-000478,65110,8.168839,LIHC
ACH-000955,65110,9.104511,COAD/READ
ACH-000493,65110,7.417289,LIHC
ACH-000303,65110,8.121897,STAD
ACH-000532,65110,8.832733,COAD/READ
ACH-000991,65110,8.250565,COAD/READ
ACH-000722,65110,7.489284,COAD/READ
ACH-000970,65110,7.666881,COAD/READ
ACH-000567,65110,6.565545,DLBC
ACH-000114,65110,8.182144,PAAD
ACH-000365,65110,8.341056,DLBC
ACH-000660,65110,6.023041,DLBC
ACH-000611,65110,6.71239,DLBC
ACH-000652,65110,7.089574,PAAD
ACH-000059,65110,5.235542,ALL
ACH-000226,65110,5.954112,NA
ACH-000953,65110,7.856329,ALL
ACH-000890,65110,10.637351,SCLC
ACH-000236,65110,9.091171,COAD/READ
ACH-000677,65110,9.544004,LUAD
ACH-000566,65110,9.381313,BLCA
ACH-000155,65110,7.338839,PAAD
ACH-000958,65110,6.923742,COAD/READ
ACH-000651,65110,8.350978,COAD/READ
ACH-000384,65110,7.824229,BLCA
ACH-000680,65110,10.517842,COAD/READ
ACH-000147,65110,6.355172,BRCA
ACH-000381,65110,9.101489,COAD/READ
ACH-000647,65110,4.035827,ESCA
ACH-000488,65110,4.319638,ESCA
ACH-000353,65110,7.148646,ESCA
ACH-000917,65110,7.881129,ESCA
ACH-000408,65110,8.837607,ESCA
ACH-000605,65110,8.966903,ESCA
ACH-000452,65110,6.87068,ESCA
ACH-000694,65110,8.106111,ESCA
ACH-000949,65110,7.898238,STAD
ACH-000146,65110,7.801429,LAML
ACH-000048,65110,9.931496,OV
ACH-000885,65110,7.409263,OV
ACH-000561,65110,6.097032,ESCA
ACH-000716,65110,7.203616,THCA
ACH-000430,65110,8.646176,UNABLE TO CLASSIFY
ACH-000040,65110,7.004631,GBM
ACH-000232,65110,7.725054,GBM
ACH-000364,65110,7.36477,SARC
ACH-000075,65110,8.497247,GBM
ACH-000579,65110,9.850178,SKCM
ACH-000425,65110,7.445084,SKCM
ACH-000554,65110,10.104872,BRCA
ACH-000522,65110,7.927105,BLCA
ACH-000484,65110,9.537029,KIRC
ACH-000171,65110,8.367443,KIRC
ACH-000827,65110,7.748403,SKCM
ACH-000534,65110,7.89933,DLBC
ACH-000332,65110,9.338678,PAAD
ACH-000570,65110,6.464226,GBM
ACH-000828,65110,8.916867,BRCA
ACH-000956,6710780,-4.366928,PRAD
ACH-000948,6710780,-4.56304,STAD
ACH-000323,6710780,-4.633045,GBM
ACH-000905,6710780,-6.618734,BLCA
ACH-000973,6710780,-5.374042,BLCA
ACH-000896,6710780,-3.826083,BLCA
ACH-000070,6710780,-5.620091,ALL
ACH-001306,6710780,-5.367147,THCA
ACH-001307,6710780,-5.62762,THCA
ACH-000008,6710780,-4.709585,SKCM
ACH-000788,6710780,-5.828957,SKCM
ACH-000740,6710780,-4.331123,HNSC
ACH-000657,6710780,-5.513422,UNABLE TO CLASSIFY
ACH-000219,6710780,-5.965371,SKCM
ACH-000697,6710780,-4.894291,DLBC
ACH-000555,6710780,-4.902739,KIRC
ACH-000157,6710780,-6.245228,DLBC
ACH-000681,6710780,-4.410476,LUAD
ACH-000429,6710780,-2.003808,KIRC
ACH-000528,6710780,-4.468758,LUAD
ACH-000046,6710780,-3.099076,KIRC
ACH-000880,6710780,-4.286965,STAD
ACH-000105,6710780,-6.770897,ALL
ACH-000269,6710780,-3.551602,GBM
ACH-000838,6710780,-5.861955,MM
ACH-000222,6710780,-4.136912,PAAD
ACH-000248,6710780,-5.847565,BRCA
ACH-000802,6710780,-5.572355,BLCA
ACH-000191,6710780,-3.349857,THCA
ACH-000794,6710780,-5.776071,HNSC
ACH-000245,6710780,-6.776817,DLBC
ACH-000536,6710780,-3.625571,BRCA
ACH-000927,6710780,-2.879748,BRCA
ACH-000818,6710780,-0.616361,BRCA
ACH-000288,6710780,-3.260825,BRCA
ACH-000432,6710780,-7.556786,LCML
ACH-000535,6710780,-5.099101,PAAD
ACH-000009,6710780,-4.298379,COAD/READ
ACH-000580,6710780,-3.480167,SKCM
ACH-000210,6710780,-0.774671,SARC
ACH-000433,6710780,-3.552436,KIRC
ACH-000212,6710780,-4.667206,BRCA
ACH-000826,6710780,-3.161058,UNABLE TO CLASSIFY
ACH-000832,6710780,-6.113756,HNSC
ACH-000142,6710780,-5.531377,BLCA
ACH-000518,6710780,-5.984764,HNSC
ACH-000856,6710780,-4.607099,BRCA
ACH-000174,6710780,-5.506002,THCA
ACH-000857,6710780,-3.764191,BRCA
ACH-000392,6710780,-1.051948,LUAD
ACH-000264,6710780,-2.49566,LUAD
ACH-000103,6710780,-0.415056,OV
ACH-000107,6710780,-2.00004,PAAD
ACH-000464,6710780,-3.008909,GBM
ACH-000329,6710780,-3.759911,GBM
ACH-000963,6710780,-1.576533,COAD/READ
ACH-000138,6710780,-2.681205,PAAD
ACH-000136,6710780,-3.600007,NB
ACH-000120,6710780,-5.567686,NB
ACH-000249,6710780,-1.257484,COAD/READ
ACH-000895,6710780,-2.790492,COAD/READ
ACH-000798,6710780,-0.795832,COAD/READ
ACH-000641,6710780,-2.441058,LAML
ACH-000920,6710780,-5.636363,LCML
ACH-000803,6710780,-1.368112,SCLC
ACH-000350,6710780,-1.290417,COAD/READ
ACH-000805,6710780,-4.169809,SKCM
ACH-000717,6710780,-2.508362,ESCA
ACH-000864,6710780,-4.77192,UCEC
ACH-000812,6710780,-3.992484,SKCM
ACH-000401,6710780,-5.228143,SKCM
ACH-000662,6710780,-5.413196,NA
ACH-000257,6710780,-2.642721,SCLC
ACH-000508,6710780,-3.150137,SCLC
ACH-000743,6710780,-1.397818,SCLC
ACH-000998,6710780,-2.748365,COAD/READ
ACH-000243,6710780,-1.986208,PAAD
